"DataType","Version","pro_long","pro_lat","entry_name"
"Layer","ISRaDv1",-106.6,68.1,"Bird_2002"
"Layer","ISRaDv1",-110.6,64.8,"Bird_2002"
"Layer","ISRaDv1",-115,62.5,"Bird_2002"
"Layer","ISRaDv1",-115.3,60.6,"Bird_2002"
"Layer","ISRaDv1",-110.9,54.1,"Bird_2002"
"Layer","ISRaDv1",-110.1,49.6,"Bird_2002"
"Layer","ISRaDv1",38.5,-3,"Gillson_2004"
"Layer","ISRaDv1",38.5,-3,"Gillson_2004"
"Layer","ISRaDv1",38.5,-3,"Gillson_2004"
"Layer","ISRaDv1",-2.399167,54.691111,"Hardie_2011"
"Layer","ISRaDv1",-2.399167,54.691111,"Hardie_2011"
"Layer","ISRaDv1",-2.399167,54.691111,"Hardie_2011"
"Layer","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Layer","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Layer","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Layer","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Layer","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Layer","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Layer","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Layer","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Layer","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Layer","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Layer","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Layer","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Layer","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Layer","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Layer","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Layer","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Layer","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Layer","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Layer","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Layer","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Layer","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Layer","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Layer","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Layer","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Layer","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Layer","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Layer","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Fraction","ISRaDv1",-106.6,68.1,"Bird_2002"
"Fraction","ISRaDv1",-106.6,68.1,"Bird_2002"
"Fraction","ISRaDv1",-106.6,68.1,"Bird_2002"
"Fraction","ISRaDv1",-106.6,68.1,"Bird_2002"
"Fraction","ISRaDv1",-106.6,68.1,"Bird_2002"
"Fraction","ISRaDv1",-110.6,64.8,"Bird_2002"
"Fraction","ISRaDv1",-110.6,64.8,"Bird_2002"
"Fraction","ISRaDv1",-110.6,64.8,"Bird_2002"
"Fraction","ISRaDv1",-110.6,64.8,"Bird_2002"
"Fraction","ISRaDv1",-110.6,64.8,"Bird_2002"
"Fraction","ISRaDv1",-115,62.5,"Bird_2002"
"Fraction","ISRaDv1",-115,62.5,"Bird_2002"
"Fraction","ISRaDv1",-115,62.5,"Bird_2002"
"Fraction","ISRaDv1",-115,62.5,"Bird_2002"
"Fraction","ISRaDv1",-115,62.5,"Bird_2002"
"Fraction","ISRaDv1",-115.3,60.6,"Bird_2002"
"Fraction","ISRaDv1",-115.3,60.6,"Bird_2002"
"Fraction","ISRaDv1",-115.3,60.6,"Bird_2002"
"Fraction","ISRaDv1",-115.3,60.6,"Bird_2002"
"Fraction","ISRaDv1",-115.3,60.6,"Bird_2002"
"Fraction","ISRaDv1",-110.9,54.1,"Bird_2002"
"Fraction","ISRaDv1",-110.9,54.1,"Bird_2002"
"Fraction","ISRaDv1",-110.9,54.1,"Bird_2002"
"Fraction","ISRaDv1",-110.9,54.1,"Bird_2002"
"Fraction","ISRaDv1",-110.9,54.1,"Bird_2002"
"Fraction","ISRaDv1",-110.1,49.6,"Bird_2002"
"Fraction","ISRaDv1",-110.1,49.6,"Bird_2002"
"Fraction","ISRaDv1",-110.1,49.6,"Bird_2002"
"Fraction","ISRaDv1",-110.1,49.6,"Bird_2002"
"Fraction","ISRaDv1",-110.1,49.6,"Bird_2002"
"Fraction","ISRaDv1",20.93,77.583,"Cherkinsky_1996"
"Fraction","ISRaDv1",20.93,77.583,"Cherkinsky_1996"
"Fraction","ISRaDv1",20.93,77.583,"Cherkinsky_1996"
"Fraction","ISRaDv1",20.93,77.583,"Cherkinsky_1996"
"Fraction","ISRaDv1",21.02,77.45,"Cherkinsky_1996"
"Fraction","ISRaDv1",21.02,77.45,"Cherkinsky_1996"
"Fraction","ISRaDv1",21.02,77.45,"Cherkinsky_1996"
"Fraction","ISRaDv1",21.02,77.45,"Cherkinsky_1996"
"Fraction","ISRaDv1",21.02,77.45,"Cherkinsky_1996"
"Fraction","ISRaDv1",21.02,77.45,"Cherkinsky_1996"
"Fraction","ISRaDv1",16.5,78.7,"Cherkinsky_1996"
"Fraction","ISRaDv1",16.5,78.7,"Cherkinsky_1996"
"Fraction","ISRaDv1",16.5,78.7,"Cherkinsky_1996"
"Fraction","ISRaDv1",13.35,79.53,"Cherkinsky_1996"
"Fraction","ISRaDv1",13.35,79.53,"Cherkinsky_1996"
"Fraction","ISRaDv1",13.35,79.53,"Cherkinsky_1996"
"Fraction","ISRaDv1",13.35,79.53,"Cherkinsky_1996"
"Fraction","ISRaDv1",17.1,78.33,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.57,66.41,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.92,64.6,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.92,64.6,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.92,64.6,"Cherkinsky_1996"
"Fraction","ISRaDv1",42.92,64.6,"Cherkinsky_1996"
"Fraction","ISRaDv1",43.18,65.28,"Cherkinsky_1996"
"Fraction","ISRaDv1",43.18,65.28,"Cherkinsky_1996"
"Fraction","ISRaDv1",43.18,65.28,"Cherkinsky_1996"
"Fraction","ISRaDv1",43.18,65.28,"Cherkinsky_1996"
"Fraction","ISRaDv1",43.18,65.28,"Cherkinsky_1996"
"Fraction","ISRaDv1",43.18,65.28,"Cherkinsky_1996"
"Fraction","ISRaDv1",43.18,65.28,"Cherkinsky_1996"
"Fraction","ISRaDv1",45.57,65.05,"Cherkinsky_1996"
"Fraction","ISRaDv1",45.57,65.05,"Cherkinsky_1996"
"Fraction","ISRaDv1",45.57,65.05,"Cherkinsky_1996"
"Fraction","ISRaDv1",-77.68722222,0.595,"Tonneijck_2006"
"Fraction","ISRaDv1",-77.68722222,0.595,"Tonneijck_2006"
"Fraction","ISRaDv1",-77.68722222,0.595,"Tonneijck_2006"
"Fraction","ISRaDv1",-77.87944444,0.68777778,"Tonneijck_2006"
"Fraction","ISRaDv1",-77.87944444,0.68777778,"Tonneijck_2006"
"Fraction","ISRaDv1",-77.87944444,0.68777778,"Tonneijck_2006"
"Fraction","ISRaDv1",-77.89416667,0.64444444,"Tonneijck_2006"
"Fraction","ISRaDv1",-77.89416667,0.64444444,"Tonneijck_2006"
"Fraction","ISRaDv1",-77.89416667,0.64444444,"Tonneijck_2006"
"Fraction","ISRaDv1",-77.68722222,0.595,"Tonneijck_2006"
"Fraction","ISRaDv1",-77.68722222,0.595,"Tonneijck_2006"
"Fraction","ISRaDv1",-77.68722222,0.595,"Tonneijck_2006"
"Fraction","ISRaDv1",-77.87944444,0.68777778,"Tonneijck_2006"
"Fraction","ISRaDv1",-77.87944444,0.68777778,"Tonneijck_2006"
"Fraction","ISRaDv1",-77.87944444,0.68777778,"Tonneijck_2006"
"Fraction","ISRaDv1",-77.89416667,0.64444444,"Tonneijck_2006"
"Fraction","ISRaDv1",-77.89416667,0.64444444,"Tonneijck_2006"
"Fraction","ISRaDv1",-77.89416667,0.64444444,"Tonneijck_2006"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Fraction","ISRaDv1",-98.42072,55.9148,"Trumbore_1999"
"Incubation","ISRaDv1",-106.6,68.1,"Bird_2002"
"Incubation","ISRaDv1",-110.9,54.1,"Bird_2002"
"Incubation","ISRaDv1",-68.7402,45.2041,"Carbone_2016"
"Incubation","ISRaDv1",-68.7402,45.2041,"Carbone_2016"
"Incubation","ISRaDv1",-68.7402,45.2041,"Carbone_2016"
"Incubation","ISRaDv1",-68.7402,45.2041,"Carbone_2016"
"Incubation","ISRaDv1",-68.7402,45.2041,"Carbone_2016"
"Incubation","ISRaDv1",-2.399167,54.691111,"Hardie_2011"
"Incubation","ISRaDv1",-2.399167,54.691111,"Hardie_2011"
"Incubation","ISRaDv1",-2.399167,54.691111,"Hardie_2011"
"Incubation","ISRaDv1",-2.399167,54.691111,"Hardie_2011"
"Incubation","ISRaDv1",-2.399167,54.691111,"Hardie_2011"
"Incubation","ISRaDv1",-2.399167,54.691111,"Hardie_2011"
"Incubation","ISRaDv1",-2.399167,54.691111,"Hardie_2011"
"Incubation","ISRaDv1",-2.399167,54.691111,"Hardie_2011"
"Incubation","ISRaDv1",-2.399167,54.691111,"Hardie_2011"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Incubation","ISRaDv1",-149.716667,68.633333,"Lavoie_2011"
"Incubation","ISRaDv1",-149.716667,68.633333,"Lavoie_2011"
"Incubation","ISRaDv1",-149.716667,68.633333,"Lavoie_2011"
"Incubation","ISRaDv1",-149.716667,68.633333,"Lavoie_2011"
"Incubation","ISRaDv1",-149.716667,68.633333,"Lavoie_2011"
"Incubation","ISRaDv1",-149.716667,68.633333,"Lavoie_2011"
"Incubation","ISRaDv1",-149.716667,68.633333,"Lavoie_2011"
"Incubation","ISRaDv1",-149.716667,68.633333,"Lavoie_2011"
"Incubation","ISRaDv1",-149.716667,68.633333,"Lavoie_2011"
"Incubation","ISRaDv1",-149.716667,68.633333,"Lavoie_2011"
"Incubation","ISRaDv1",-149.716667,68.633333,"Lavoie_2011"
"Incubation","ISRaDv1",-149.716667,68.633333,"Lavoie_2011"
"Incubation","ISRaDv1",-149.716667,68.633333,"Lavoie_2011"
"Incubation","ISRaDv1",-149.716667,68.633333,"Lavoie_2011"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",-148.321,64.696,"Waldrop_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Incubation","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",-2.399167,54.691111,"Hardie_2009"
"Flux","ISRaDv1",-2.399167,54.691111,"Hardie_2009"
"Flux","ISRaDv1",-2.399167,54.691111,"Hardie_2009"
"Flux","ISRaDv1",-2.399167,54.691111,"Hardie_2009"
"Flux","ISRaDv1",-2.399167,54.691111,"Hardie_2009"
"Flux","ISRaDv1",-2.399167,54.691111,"Hardie_2009"
"Flux","ISRaDv1",-2.399167,54.691111,"Hardie_2009"
"Flux","ISRaDv1",-2.399167,54.691111,"Hardie_2009"
"Flux","ISRaDv1",-2.399167,54.691111,"Hardie_2009"
"Flux","ISRaDv1",-2.399167,54.691111,"Hardie_2009"
"Flux","ISRaDv1",-2.399167,54.691111,"Hardie_2009"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",18.82,68.35,"Hicks_Pries_2015"
"Flux","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Flux","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Flux","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Flux","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Flux","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Flux","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Flux","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Flux","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Flux","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Flux","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Flux","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Flux","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Flux","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Flux","ISRaDv1",-3.243056,55.792778,"Leith_2014"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",16.1,78.17,"Lupascu_2018"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
"Flux","ISRaDv1",11.880833,50.131667,"Wunderlich_2012"
